,state,democrat,republican,totalVoter1976.2016,target,MapDate,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
32,AK,931882,1520232,2452114,Red,20161004,582581.47,0,0,0,0,0,4/10/2016,10/10/2016,1
33,AK,931882,1520232,2452114,Red,20160927,582581.47,0,0,0,0,0,9/27/2016,3/10/2016,1
34,AK,931882,1520232,2452114,Red,20160920,582581.47,0,0,0,0,0,9/20/2016,9/26/2016,1
35,AK,931882,1520232,2452114,Red,20160913,582581.47,0,0,0,0,0,9/13/2016,9/19/2016,1
36,AK,931882,1520232,2452114,Red,20160906,582581.47,0,0,0,0,0,6/9/2016,12/9/2016,1
37,AK,931882,1520232,2452114,Red,20160830,582581.47,0,0,0,0,0,8/30/2016,5/9/2016,1
38,AK,931882,1520232,2452114,Red,20160823,582581.47,0,0,0,0,0,8/23/2016,8/29/2016,1
39,AK,931882,1520232,2452114,Red,20160816,475804.68,106776.8,0,0,0,0,8/16/2016,8/22/2016,1
40,AK,931882,1520232,2452114,Red,20160809,475804.68,106776.8,0,0,0,0,9/8/2016,8/15/2016,1
41,AK,931882,1520232,2452114,Red,20181204,548627.6,33953.88,13697.97,12046.68,0,0,4/12/2018,10/12/2018,1
42,AK,931882,1520232,2452114,Red,20181127,548627.6,33953.88,13697.97,12046.68,0,0,11/27/2018,3/12/2018,1
43,AK,931882,1520232,2452114,Red,20181120,548627.6,33953.88,13697.97,12046.68,0,0,11/20/2018,11/26/2018,1
44,AK,931882,1520232,2452114,Red,20181113,548627.6,33953.88,13697.97,12046.68,0,0,11/13/2018,11/19/2018,1
45,AK,931882,1520232,2452114,Red,20181106,548627.6,33953.88,13697.97,12046.68,0,0,6/11/2018,12/11/2018,1
46,AK,931882,1520232,2452114,Red,20181030,548627.6,33953.88,13697.97,12046.68,0,0,10/30/2018,5/11/2018,1
47,AK,931882,1520232,2452114,Red,20181023,548627.6,33953.88,13697.97,12046.68,0,0,10/23/2018,10/29/2018,1
48,AK,931882,1520232,2452114,Red,20181016,548627.6,33953.88,13697.97,12046.68,0,0,10/16/2018,10/22/2018,1
49,AK,931882,1520232,2452114,Red,20181009,548585.2,33996.28,13657.45,12006.22,0,0,9/10/2018,10/15/2018,1
50,AK,931882,1520232,2452114,Red,20181002,548585.2,33996.28,13657.45,12006.22,0,0,2/10/2018,8/10/2018,1
51,AK,931882,1520232,2452114,Red,20180925,557244.2,25337.27,13657.45,12006.22,0,0,9/25/2018,1/10/2018,1
52,AK,931882,1520232,2452114,Red,20171205,582581.47,0,0,0,0,0,5/12/2017,11/12/2017,1
53,AK,931882,1520232,2452114,Red,20171128,582581.47,0,0,0,0,0,11/28/2017,4/12/2017,1
54,AK,931882,1520232,2452114,Red,20171121,582581.47,0,0,0,0,0,11/21/2017,11/27/2017,1
55,AK,931882,1520232,2452114,Red,20171114,582581.47,0,0,0,0,0,11/14/2017,11/20/2017,1
56,AK,931882,1520232,2452114,Red,20171107,582581.47,0,0,0,0,0,7/11/2017,11/13/2017,1
57,AK,931882,1520232,2452114,Red,20171031,582581.47,0,0,0,0,0,10/31/2017,6/11/2017,1
58,AK,931882,1520232,2452114,Red,20171024,582581.47,0,0,0,0,0,10/24/2017,10/30/2017,1
59,AK,931882,1520232,2452114,Red,20171017,582581.47,0,0,0,0,0,10/17/2017,10/23/2017,1
60,AK,931882,1520232,2452114,Red,20171010,582581.47,0,0,0,0,0,10/10/2017,10/16/2017,1
61,AK,931882,1520232,2452114,Red,20171003,582581.47,0,0,0,0,0,3/10/2017,9/10/2017,1
62,AK,931882,1520232,2452114,Red,20170926,582581.47,0,0,0,0,0,9/26/2017,2/10/2017,1
63,AK,931882,1520232,2452114,Red,20170919,582581.47,0,0,0,0,0,9/19/2017,9/25/2017,1
64,AK,931882,1520232,2452114,Red,20170912,580568.96,2012.52,0,0,0,0,12/9/2017,9/18/2017,1
65,AK,931882,1520232,2452114,Red,20170905,535204.56,47376.92,0,0,0,0,5/9/2017,11/9/2017,1
66,AK,931882,1520232,2452114,Red,20170829,520816.62,61764.86,0,0,0,0,8/29/2017,4/9/2017,1
67,AK,931882,1520232,2452114,Red,20170822,520816.62,61764.86,0,0,0,0,8/22/2017,8/28/2017,1
68,AK,931882,1520232,2452114,Red,20170815,520816.62,61764.86,0,0,0,0,8/15/2017,8/21/2017,1
69,AK,931882,1520232,2452114,Red,20170808,394159.88,188421.59,4024.74,0,0,0,8/8/2017,8/14/2017,1
70,AK,931882,1520232,2452114,Red,20170801,354582.47,227999.01,38882.57,0,0,0,1/8/2017,7/8/2017,1
71,AK,931882,1520232,2452114,Red,20170725,357018.1,225563.37,38882.57,0,0,0,7/25/2017,7/31/2017,1
72,AK,931882,1520232,2452114,Red,20170718,348664.06,233917.42,38882.57,0,0,0,7/18/2017,7/24/2017,1
73,AK,931882,1520232,2452114,Red,20170711,401899.22,180682.26,34857.82,0,0,0,11/7/2017,7/17/2017,1
74,AK,931882,1520232,2452114,Red,20170704,401899.22,180682.26,34857.82,0,0,0,4/7/2017,10/7/2017,1
75,AK,931882,1520232,2452114,Red,20170627,401899.37,180682.1,34857.8,0,0,0,6/27/2017,3/7/2017,1
76,AK,931882,1520232,2452114,Red,20170620,364605.39,217976.09,47101.46,0,0,0,6/20/2017,6/26/2017,1
77,AK,931882,1520232,2452114,Red,20170613,386041.93,196539.55,33832.07,0,0,0,6/13/2017,6/19/2017,1
78,AK,931882,1520232,2452114,Red,20170606,386042.13,196539.34,33832.08,0,0,0,6/6/2017,12/6/2017,1
79,AK,931882,1520232,2452114,Red,20170530,390268.49,192312.98,0,0,0,0,5/30/2017,5/6/2017,1
80,AK,931882,1520232,2452114,Red,20170523,390268.49,192312.98,0,0,0,0,5/23/2017,5/29/2017,1
81,AK,931882,1520232,2452114,Red,20170516,390268.25,192313.22,0,0,0,0,5/16/2017,5/22/2017,1
82,AK,931882,1520232,2452114,Red,20170509,390268.25,192313.22,0,0,0,0,9/5/2017,5/15/2017,1
83,AK,931882,1520232,2452114,Red,20170502,390268.25,192313.22,0,0,0,0,2/5/2017,8/5/2017,1
84,AK,931882,1520232,2452114,Red,20170425,390268.25,192313.22,0,0,0,0,4/25/2017,1/5/2017,1
85,AK,931882,1520232,2452114,Red,20170418,390268.49,192312.98,0,0,0,0,4/18/2017,4/24/2017,1
86,AK,931882,1520232,2452114,Red,20170411,401086.53,181494.94,0,0,0,0,11/4/2017,4/17/2017,1
87,AK,931882,1520232,2452114,Red,20190806,296295.86,286285.61,67829.87,11664.38,5101.16,0,6/8/2019,12/8/2019,1
88,AK,931882,1520232,2452114,Red,20190730,176941.52,405639.96,142560.81,33730.35,5101.16,0,7/30/2019,5/8/2019,1
89,AK,931882,1520232,2452114,Red,20190723,176941.52,405639.96,142560.81,33730.35,5101.16,0,7/23/2019,7/29/2019,1
90,AK,931882,1520232,2452114,Red,20190716,178779.89,403801.59,140398.17,11664.38,5101.16,0,7/16/2019,7/22/2019,1
91,AK,931882,1520232,2452114,Red,20190709,219361.75,363219.72,30551.98,9600.84,5101.16,0,9/7/2019,7/15/2019,1
92,AK,931882,1520232,2452114,Red,20190702,510602.43,71979.04,16186.75,9600.84,5101.16,0,2/7/2019,8/7/2019,1
93,AK,931882,1520232,2452114,Red,20190625,510602.43,71979.04,16186.75,9600.84,5101.16,0,6/25/2019,1/7/2019,1
94,AK,931882,1520232,2452114,Red,20190618,510602.43,71979.04,16186.75,9600.84,5101.16,0,6/18/2019,6/24/2019,1
95,AK,931882,1520232,2452114,Red,20190611,548627.6,33953.88,16186.75,9600.84,5101.16,0,11/6/2019,6/17/2019,1
96,AK,931882,1520232,2452114,Red,20190604,548627.6,33953.88,16186.75,9600.84,5101.16,0,4/6/2019,10/6/2019,1
97,AK,931882,1520232,2452114,Red,20190528,548627.6,33953.88,16186.75,9600.84,5101.16,0,5/28/2019,3/6/2019,1
98,AK,931882,1520232,2452114,Red,20190521,548627.6,33953.88,16186.75,9600.84,5101.16,0,5/21/2019,5/27/2019,1
99,AK,931882,1520232,2452114,Red,20190514,548627.6,33953.88,12873.67,5402.7,0,0,5/14/2019,5/20/2019,1
100,AK,931882,1520232,2452114,Red,20190507,548627.6,33953.88,12873.67,5402.7,0,0,7/5/2019,5/13/2019,1
101,AK,931882,1520232,2452114,Red,20190430,548627.64,33953.83,21788.68,9856.4,0,0,4/30/2019,6/5/2019,1
102,AK,931882,1520232,2452114,Red,20190423,548627.6,33953.88,21788.75,11224.77,0,0,4/23/2019,4/29/2019,1
103,AK,931882,1520232,2452114,Red,20190416,548627.6,33953.88,21788.75,11224.77,0,0,4/16/2019,4/22/2019,1
104,AK,931882,1520232,2452114,Red,20190409,548627.6,33953.88,21788.75,11224.77,0,0,9/4/2019,4/15/2019,1
105,AK,931882,1520232,2452114,Red,20190402,548627.6,33953.88,21788.75,11224.77,0,0,2/4/2019,8/4/2019,1
106,AK,931882,1520232,2452114,Red,20190326,548627.6,33953.88,21788.75,11224.77,0,0,3/26/2019,1/4/2019,1
107,AK,931882,1520232,2452114,Red,20190319,548627.6,33953.88,21788.75,11224.77,0,0,3/19/2019,3/25/2019,1
108,AK,931882,1520232,2452114,Red,20190312,548627.6,33953.88,21788.75,11224.77,0,0,12/3/2019,3/18/2019,1
109,AK,931882,1520232,2452114,Red,20190305,548627.6,33953.88,21788.75,11224.77,0,0,5/3/2019,11/3/2019,1
110,AK,931882,1520232,2452114,Red,20190226,548627.6,33953.88,21788.75,11224.77,0,0,2/26/2019,4/3/2019,1
111,AK,931882,1520232,2452114,Red,20190219,548627.6,33953.88,13697.97,5925.45,0,0,2/19/2019,2/25/2019,1
112,AK,931882,1520232,2452114,Red,20190212,548627.6,33953.88,13697.97,5925.45,0,0,12/2/2019,2/18/2019,1
113,AK,931882,1520232,2452114,Red,20190205,548627.6,33953.88,13697.97,5925.45,0,0,5/2/2019,11/2/2019,1
114,AK,931882,1520232,2452114,Red,20190129,548627.6,33953.88,13697.97,5925.45,0,0,1/29/2019,4/2/2019,1
115,AK,931882,1520232,2452114,Red,20190122,548627.6,33953.88,13697.97,5925.45,0,0,1/22/2019,1/28/2019,1
116,AK,931882,1520232,2452114,Red,20190115,548627.6,33953.88,13697.97,5925.45,0,0,1/15/2019,1/21/2019,1
117,AK,931882,1520232,2452114,Red,20190108,548627.6,33953.88,13697.97,5925.45,0,0,8/1/2019,1/14/2019,1
118,AK,931882,1520232,2452114,Red,20190101,548627.6,33953.88,13697.97,5925.45,0,0,1/1/2019,7/1/2019,1
119,AK,931882,1520232,2452114,Red,20181225,548627.6,33953.88,13697.97,12046.68,0,0,12/25/2018,12/31/2018,1
120,AK,931882,1520232,2452114,Red,20181218,548627.6,33953.88,13697.97,12046.68,0,0,12/18/2018,12/24/2018,1
121,AK,931882,1520232,2452114,Red,20181211,548627.6,33953.88,13697.97,12046.68,0,0,11/12/2018,12/17/2018,1
122,AK,931882,1520232,2452114,Red,20180227,427561.45,155020.02,0,0,0,0,2/27/2018,5/3/2018,1
123,AK,931882,1520232,2452114,Red,20180220,427561.46,155020.02,0,0,0,0,2/20/2018,2/26/2018,1
124,AK,931882,1520232,2452114,Red,20180213,427561.45,155020.02,0,0,0,0,2/13/2018,2/19/2018,1
125,AK,931882,1520232,2452114,Red,20180206,427561.46,155020.02,0,0,0,0,6/2/2018,12/2/2018,1
126,AK,931882,1520232,2452114,Red,20180130,374569.25,208012.23,0,0,0,0,1/30/2018,5/2/2018,1
127,AK,931882,1520232,2452114,Red,20180123,582581.47,0,0,0,0,0,1/23/2018,1/29/2018,1
128,AK,931882,1520232,2452114,Red,20180116,582581.47,0,0,0,0,0,1/16/2018,1/22/2018,1
129,AK,931882,1520232,2452114,Red,20180109,582581.47,0,0,0,0,0,9/1/2018,1/15/2018,1
130,AK,931882,1520232,2452114,Red,20180102,582581.47,0,0,0,0,0,2/1/2018,8/1/2018,1
131,AK,931882,1520232,2452114,Red,20171226,582581.47,0,0,0,0,0,12/26/2017,1/1/2018,1
132,AK,931882,1520232,2452114,Red,20171219,582581.47,0,0,0,0,0,12/19/2017,12/25/2017,1
133,AK,931882,1520232,2452114,Red,20171212,582581.47,0,0,0,0,0,12/12/2017,12/18/2017,1
134,AK,931882,1520232,2452114,Red,20180612,571075.91,11505.56,0,0,0,0,12/6/2018,6/18/2018,1
135,AK,931882,1520232,2452114,Red,20180605,571075.91,11505.56,0,0,0,0,5/6/2018,11/6/2018,1
136,AK,931882,1520232,2452114,Red,20180529,571075.91,11505.56,0,0,0,0,5/29/2018,4/6/2018,1
137,AK,931882,1520232,2452114,Red,20180522,571075.91,11505.56,0,0,0,0,5/22/2018,5/28/2018,1
138,AK,931882,1520232,2452114,Red,20180814,549360.3,33221.17,13657.45,0,0,0,8/14/2018,8/20/2018,1
139,AK,931882,1520232,2452114,Red,20180807,549360.32,33221.15,13657.39,0,0,0,7/8/2018,8/13/2018,1
140,AK,931882,1520232,2452114,Red,20180731,549360.32,33221.15,13657.39,0,0,0,7/31/2018,6/8/2018,1
141,AK,931882,1520232,2452114,Red,20180724,546177.11,36404.37,13657.39,0,0,0,7/24/2018,7/30/2018,1
142,AK,931882,1520232,2452114,Red,20180717,546177.11,36404.37,13657.39,0,0,0,7/17/2018,7/23/2018,1
143,AK,931882,1520232,2452114,Red,20180710,546179.11,36402.36,0,0,0,0,10/7/2018,7/16/2018,1
144,AK,931882,1520232,2452114,Red,20180703,546179.07,36402.41,0,0,0,0,3/7/2018,9/7/2018,1
145,AK,931882,1520232,2452114,Red,20180626,546179.11,36402.36,0,0,0,0,6/26/2018,2/7/2018,1
146,AK,931882,1520232,2452114,Red,20180619,546179.11,36402.36,0,0,0,0,6/19/2018,6/25/2018,1
147,AK,931882,1520232,2452114,Red,20180313,427561.46,155020.02,15592.72,0,0,0,3/13/2018,3/19/2018,1
148,AK,931882,1520232,2452114,Red,20180306,427561.46,155020.02,15592.72,0,0,0,6/3/2018,12/3/2018,1
149,AK,931882,1520232,2452114,Red,20180501,520291.11,62290.36,0,0,0,0,1/5/2018,7/5/2018,1
150,AK,931882,1520232,2452114,Red,20180424,520291.25,62290.22,0,0,0,0,4/24/2018,4/30/2018,1
151,AK,931882,1520232,2452114,Red,20180515,520291.11,62290.36,0,0,0,0,5/15/2018,5/21/2018,1
152,AK,931882,1520232,2452114,Red,20180508,520291.25,62290.22,0,0,0,0,8/5/2018,5/14/2018,1
153,AK,931882,1520232,2452114,Red,20180403,520291.25,62290.22,15592.68,0,0,0,3/4/2018,9/4/2018,1
154,AK,931882,1520232,2452114,Red,20180327,461215.23,121366.24,15592.72,0,0,0,3/27/2018,2/4/2018,1
155,AK,931882,1520232,2452114,Red,20180417,520291.11,62290.36,15592.72,0,0,0,4/17/2018,4/23/2018,1
156,AK,931882,1520232,2452114,Red,20180410,520291.11,62290.36,15592.72,0,0,0,10/4/2018,4/16/2018,1
157,AK,931882,1520232,2452114,Red,20180320,461215.23,121366.24,15592.72,0,0,0,3/20/2018,3/26/2018,1
158,AL,7474816,10378307,17853123,Red,20190430,40939.13,10674.71,5529.93,0,0,0,4/30/2019,6/5/2019,1
159,AL,7474816,10378307,17853123,Red,20190423,38654.05,12959.8,5796.53,0,0,0,4/23/2019,4/29/2019,1
160,AL,7474816,10378307,17853123,Red,20190514,44655.81,6958.03,0,0,0,0,5/14/2019,5/20/2019,1
161,AL,7474816,10378307,17853123,Red,20190507,41977.4,9636.44,5588.96,0,0,0,7/5/2019,5/13/2019,1
162,AL,7474816,10378307,17853123,Red,20190806,34144.94,17468.9,6066.88,1262.71,0,0,6/8/2019,12/8/2019,1
163,AL,7474816,10378307,17853123,Red,20190730,31649.83,19964.02,6920.39,2204.03,0,0,7/30/2019,5/8/2019,1
164,AL,7474816,10378307,17853123,Red,20190723,35206.27,16407.57,5684.31,2204.03,0,0,7/23/2019,7/29/2019,1
165,AL,7474816,10378307,17853123,Red,20190716,31223.82,20390.02,5456.74,1898.03,0,0,7/16/2019,7/22/2019,1
166,AL,7474816,10378307,17853123,Red,20190709,28162.8,23451.04,5352.32,1487,0,0,9/7/2019,7/15/2019,1
167,AL,7474816,10378307,17853123,Red,20190702,30793.13,20820.71,4115.2,1094.57,0,0,2/7/2019,8/7/2019,1
168,AL,7474816,10378307,17853123,Red,20190625,29185.24,22428.6,4093.48,1334.44,0,0,6/25/2019,1/7/2019,1
169,AL,7474816,10378307,17853123,Red,20190618,33011.62,18602.22,5848.85,934.5,0,0,6/18/2019,6/24/2019,1
170,AL,7474816,10378307,17853123,Red,20190611,33874,17739.84,5848.85,0,0,0,11/6/2019,6/17/2019,1
171,AL,7474816,10378307,17853123,Red,20190604,28504.48,23109.36,7286.67,0,0,0,4/6/2019,10/6/2019,1
172,AL,7474816,10378307,17853123,Red,20190528,28986.92,22626.92,3799.64,0,0,0,5/28/2019,3/6/2019,1
173,AL,7474816,10378307,17853123,Red,20190521,39577.05,12036.79,0,0,0,0,5/21/2019,5/27/2019,1
174,AL,7474816,10378307,17853123,Red,20180807,47037.58,4576.26,0,0,0,0,7/8/2018,8/13/2018,1
175,AL,7474816,10378307,17853123,Red,20180731,39881.04,11732.8,0,0,0,0,7/31/2018,6/8/2018,1
176,AL,7474816,10378307,17853123,Red,20180724,51327.04,286.8,0,0,0,0,7/24/2018,7/30/2018,1
177,AL,7474816,10378307,17853123,Red,20180717,51548.52,65.32,0,0,0,0,7/17/2018,7/23/2018,1
178,AL,7474816,10378307,17853123,Red,20180710,50166.16,1447.69,0,0,0,0,10/7/2018,7/16/2018,1
179,AL,7474816,10378307,17853123,Red,20180703,49708.59,1905.25,0,0,0,0,3/7/2018,9/7/2018,1
180,AL,7474816,10378307,17853123,Red,20180626,46940.04,4673.81,0,0,0,0,6/26/2018,2/7/2018,1
181,AL,7474816,10378307,17853123,Red,20180619,46687.33,4926.51,0,0,0,0,6/19/2018,6/25/2018,1
182,AL,7474816,10378307,17853123,Red,20180612,48053.68,3560.16,0,0,0,0,12/6/2018,6/18/2018,1
183,AL,7474816,10378307,17853123,Red,20180605,47737.92,3875.92,0,0,0,0,5/6/2018,11/6/2018,1
184,AL,7474816,10378307,17853123,Red,20180529,46023.08,5590.76,0,0,0,0,5/29/2018,4/6/2018,1
185,AL,7474816,10378307,17853123,Red,20180522,34086.17,17527.67,999.44,0,0,0,5/22/2018,5/28/2018,1
186,AL,7474816,10378307,17853123,Red,20180515,31022.41,20591.43,3789.17,0,0,0,5/15/2018,5/21/2018,1
187,AL,7474816,10378307,17853123,Red,20180508,35048.56,16565.28,1363.66,0,0,0,8/5/2018,5/14/2018,1
188,AL,7474816,10378307,17853123,Red,20180501,37704.61,13909.23,1363.66,0,0,0,1/5/2018,7/5/2018,1
189,AL,7474816,10378307,17853123,Red,20180424,38899.79,12714.05,1363.66,0,0,0,4/24/2018,4/30/2018,1
190,AL,7474816,10378307,17853123,Red,20180417,39748.18,11865.66,1363.66,0,0,0,4/17/2018,4/23/2018,1
191,AL,7474816,10378307,17853123,Red,20180410,30723.48,20890.36,7195.89,0,0,0,10/4/2018,4/16/2018,1
192,AL,7474816,10378307,17853123,Red,20180403,28071.62,23542.22,9754.38,0,0,0,3/4/2018,9/4/2018,1
193,AL,7474816,10378307,17853123,Red,20180327,26453.25,25160.59,10608.51,0,0,0,3/27/2018,2/4/2018,1
194,AL,7474816,10378307,17853123,Red,20180320,34027.14,17586.7,8919.65,0,0,0,3/20/2018,3/26/2018,1
195,AL,7474816,10378307,17853123,Red,20180313,35298.83,16315.01,8919.65,0,0,0,3/13/2018,3/19/2018,1
196,AL,7474816,10378307,17853123,Red,20180306,28470.68,23143.16,8907.23,0,0,0,6/3/2018,12/3/2018,1
197,AL,7474816,10378307,17853123,Red,20180227,24780.21,26833.63,10671.83,0,0,0,2/27/2018,5/3/2018,1
198,AL,7474816,10378307,17853123,Red,20180220,18786.98,32826.86,12756.68,0,0,0,2/20/2018,2/26/2018,1
199,AL,7474816,10378307,17853123,Red,20180213,6523.86,45089.98,19573.41,0,0,0,2/13/2018,2/19/2018,1
200,AL,7474816,10378307,17853123,Red,20180206,0,51613.84,44398.64,20473.64,0,0,6/2/2018,12/2/2018,1
201,AL,7474816,10378307,17853123,Red,20180130,0,51613.84,44853.61,23932.14,1398.2,0,1/30/2018,5/2/2018,1
202,AL,7474816,10378307,17853123,Red,20180123,0,51613.84,39796.03,9819.53,0,0,1/23/2018,1/29/2018,1
203,AL,7474816,10378307,17853123,Red,20180116,3718.81,47895.03,31292.89,3353.62,0,0,1/16/2018,1/22/2018,1
204,AL,7474816,10378307,17853123,Red,20180109,5392.87,46220.97,27513.72,253.91,0,0,9/1/2018,1/15/2018,1
205,AL,7474816,10378307,17853123,Red,20180102,9812.95,41800.89,13730.82,0,0,0,2/1/2018,8/1/2018,1
206,AL,7474816,10378307,17853123,Red,20171226,20037.8,31576.04,8699.38,0,0,0,12/26/2017,1/1/2018,1
207,AL,7474816,10378307,17853123,Red,20171219,15148.03,36465.81,9496.97,0,0,0,12/19/2017,12/25/2017,1
208,AL,7474816,10378307,17853123,Red,20171212,17654.24,33959.6,9191.57,0,0,0,12/12/2017,12/18/2017,1
209,AL,7474816,10378307,17853123,Red,20171205,18000.07,33613.77,6876.57,0,0,0,5/12/2017,11/12/2017,1
210,AL,7474816,10378307,17853123,Red,20171128,18020.74,33593.1,6837.25,0,0,0,11/28/2017,4/12/2017,1
211,AL,7474816,10378307,17853123,Red,20171121,38221.82,13392.02,4746.06,0,0,0,11/21/2017,11/27/2017,1
212,AL,7474816,10378307,17853123,Red,20171114,42973.94,8639.9,280.81,0,0,0,11/14/2017,11/20/2017,1
213,AL,7474816,10378307,17853123,Red,20171107,44861.64,6752.2,166.15,0,0,0,7/11/2017,11/13/2017,1
214,AL,7474816,10378307,17853123,Red,20171031,44602.63,7011.21,220.45,0,0,0,10/31/2017,6/11/2017,1
215,AL,7474816,10378307,17853123,Red,20171024,44293.89,7319.96,220.45,0,0,0,10/24/2017,10/30/2017,1
216,AL,7474816,10378307,17853123,Red,20171017,44273.45,7340.39,0,0,0,0,10/17/2017,10/23/2017,1
217,AL,7474816,10378307,17853123,Red,20171010,49191.81,2422.03,0,0,0,0,10/10/2017,10/16/2017,1
218,AL,7474816,10378307,17853123,Red,20171003,48571.03,3042.81,0,0,0,0,3/10/2017,9/10/2017,1
219,AL,7474816,10378307,17853123,Red,20170926,51613.84,0,0,0,0,0,9/26/2017,2/10/2017,1
220,AL,7474816,10378307,17853123,Red,20170919,51613.84,0,0,0,0,0,9/19/2017,9/25/2017,1
221,AL,7474816,10378307,17853123,Red,20170912,51613.84,0,0,0,0,0,12/9/2017,9/18/2017,1
222,AL,7474816,10378307,17853123,Red,20170905,51541.07,72.77,0,0,0,0,5/9/2017,11/9/2017,1
223,AL,7474816,10378307,17853123,Red,20170829,51585.9,27.94,0,0,0,0,8/29/2017,4/9/2017,1
224,AL,7474816,10378307,17853123,Red,20170822,51613.84,0,0,0,0,0,8/22/2017,8/28/2017,1
225,AL,7474816,10378307,17853123,Red,20170815,51613.84,0,0,0,0,0,8/15/2017,8/21/2017,1
226,AL,7474816,10378307,17853123,Red,20170808,51613.84,0,0,0,0,0,8/8/2017,8/14/2017,1
227,AL,7474816,10378307,17853123,Red,20170801,51613.84,0,0,0,0,0,1/8/2017,7/8/2017,1
228,AL,7474816,10378307,17853123,Red,20170725,51588.36,25.48,0,0,0,0,7/25/2017,7/31/2017,1
229,AL,7474816,10378307,17853123,Red,20170718,51588.36,25.48,0,0,0,0,7/18/2017,7/24/2017,1
230,AL,7474816,10378307,17853123,Red,20170711,51588.36,25.48,0,0,0,0,11/7/2017,7/17/2017,1
231,AL,7474816,10378307,17853123,Red,20170704,51210.34,403.5,0,0,0,0,4/7/2017,10/7/2017,1
232,AL,7474816,10378307,17853123,Red,20170627,50824.76,789.08,0,0,0,0,6/27/2017,3/7/2017,1
233,AL,7474816,10378307,17853123,Red,20170620,49455.12,2158.72,72.72,0,0,0,6/20/2017,6/26/2017,1
234,AL,7474816,10378307,17853123,Red,20170613,48691.56,2922.28,375.28,0,0,0,6/13/2017,6/19/2017,1
